"ID","Status","Project","Product","Short_Name","Description","Access","Documentation","Version","DOI","Variable","Start","End","Region","Polygon","Released","Theme1","Theme2","Theme3","Theme4","Theme5","Theme6","EO_Missions"
258,"COMPLETED","Biological Pump and Carbon Exchange Processes","Monthly Global Nanophytoplankton Carbon dataset (9 km, OC-CCI v5)","monthly-global-nanophytoplankton-carbon-dataset-9-km-oc-cci-v5","This dataset contains monthly global carbon products for pico-, nano- and microphytoplankton (C_picophyto, C_nanophyto and C_microphyto, respectively, in mg C m-3) and the total phytoplankton community (C_phyto in mg C m-3) for the period of 1998 to 2020 at 9 km spatial resolution. A spectrally-resolved photoacclimation model was unified with a primary production model that simulated photosynthesis as a function of irradiance using a two-parameter photosynthesis versus irradiance (P-I) function to estimate the carbon content of marine phytoplankton based on ocean-colour remote sensing products (Sathyendranath et al. 2020 and references therein for details). The photoacclimation model contains a maximum chlorophyll-to-carbon ratio for three different phytoplankton size classes (pico-, nano- and microphytoplankton) that was inferred from field data, as in Sathyendranath et al. (2020). Chlorophyll-a products were obtained from the European Space Agency (ESA) Ocean Colour Climate Change Initiative (OC-CCI v5.0 dataset). Photosynthetic Active Radiation (PAR) products were obtained from the National Aeronautics and Space Administration (NASA) and were corrected for inter-sensor bias in products. Mixed Layer Depth (MLD) was obtained from the French Research Institute for Exploration of the Sea (Ifremer). In situ datasets P-I parameters were incorporated as described in Kulk et al. (2020). The phytoplankton carbon products were generated as part of the ESA Biological Pump and Carbon Exchange Processes (BICEP) project. Support from the Simons Foundation grant ‘Computational Biogeochemical Modeling of Marine Ecosystems’ (CBIOMES, number 549947) and from the National Centre of Earth Observation (NCEO) is acknowledged. Data are provided as netCDF files containing carbon products for pico-, nano- and microphytoplankton (C_picophyto, C_nanophyto and C_microphyto, respectively, in mg C m-3) and the total phytoplankton community (C_phyto in mg C m-3) for the period of 1998 to 2020 at 9 km spatial resolution. Additional variables that were used for the calculation of the phytoplankton carbon products are also provided, including chlorophyll-a (chl_a in mg m-3), photosynthetically activate radiation (par, in µmol photons m-2 d-1), mixed layer depth (mld in m) and the mean spectral nondimensional irradiance (mean_spectral_i_star).","https://data.ceda.ac.uk/neodc/bicep/data/phytoplankton_carbon/v5.0/monthly/","https://dx.doi.org/10.5285/6a6ccbb8ef2645308a60dc47e9b8b5fb",,,"Nanophytoplankton Carbon","1998.01.01","2020.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2021.12.21","Oceans",,,,,,ENVISAT; MERIS; MODIS; SeaWiFS; Sentinel-3; VIIRS
259,"ONGOING","Biological Pump and Carbon Exchange Processes","Monthly Global Particulate Inorganic Carbon dataset (9 km, OC-CCI v4.2)","particulate-inorganic-carbon-bicep","Particulate Inorganic Carbon (PIC) data were generated using a random forest approach that incorporates the following key input variables: Remote sensing reflectances (Rrs) at 560 nm and 665 nm, chlorophyll-a concentration, colour index, and maximum water class values. The Rrs(560), Rrs(665), and chlorophyll-a concentration data were obtained directly from the Ocean Colour Climate Change Initiative (OC-CCI). The colour index values were estimated following the algorithm of Mitchell et al. (2017): Rrs(560)-Rrs(665). The maximum water class values were estimated using fourteen optical water classes obtained from the OC-CCI. The PIC data are provided as netCDF files containing global, monthly PIC concentrations (in mol m^-3) for the period of 1997 to 2021 at 9 km spatial resolution. For more details on the algorithm and its validation, please see the BICEP Algorithm Theoretical Baseline Document. The Particulate Inorganic Carbon data were produced by the Plymouth Marine Laboratory and supplied for archiving at the Centre for Environmental Data Analysis (CEDA). The research underpinning the work was supported by the European Space Agency (ESA) Biological Pump and Carbon Export Processes (BICEP) project and the product generation was supported by the National Centre for Earth Observation (NCEO).","https://rsg.pml.ac.uk/shared_files/gku/ESA_animation/PIC_1-month_9km/",,,,Particulate Inorganic Carbon,"1997.09.01","2020.11.30","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2023.03.29","Oceans",,,,,,ENVISAT; MERIS; MODIS; SeaWiFS; Sentinel-3; VIIRS
260,"ONGOING","Biological Pump and Carbon Exchange Processes","Monthly Global Particulate Organic Carbon dataset (9 km, OC-CCI v4.2)","global-particulate-organic-carbon-v4-bicep","The BICEP/NCEO: Monthly global Particulate Organic Carbon (POC) v4.2 datasets contain POC concentrations (mg m^-3) with per pixel uncertainties estimates gridded on both geographic and sinusoidal projections at 9 km spatial resolution for the period of 1997 to 2020. The POC products were generated as part of the European Space Agency (ESA) Biological Pump and Carbon Exchange Processes (BICEP) project with support from the National Centre of Earth Observation (NCEO). The POC concentrations were estimated using an empirical Remote Sensing Reflectance (Rrs) band ratio algorithm by Stramski et al. (2008): 203.2*Rrs(443)/Rrs(555)^-1.034. This algorithm has shown a relatively good performance in the recent global inter-comparison study conducted by Evers-King et al. (2017). Additional variables that were used for the calculation of the POC products are also provided in the datasets, including the Rrs at 443 nm and 555 nm obtained from the ESA Ocean Colour Climate Change Initiative version 4.2 dataset (OC-CCI v4.2)(Sathyendranath et al., 2020). In addition to the papers by Stramski et al. (2008) and Evers-king et al. (2017), for more details on the algorithm and its validation, please see the BICEP Algorithm Theoretical Basis Document (ATBD) and validation report (https://bicep-project.org/Home). This version of the dataset is an updated version of the previous 'NCEO: Monthly global Particulate Organic Carbon (POC) (produced from the Ocean Colour Climate Change Initiative, Version 4.2 dataset)'.","https://rsg.pml.ac.uk/shared_files/gku/ESA_animation/POC_1-month_9km/",,,,Particulate Organic Carbon,"1997.09.01","2020.11.30","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2023.03.29","Oceans",,,,,,ENVISAT; MERIS; MODIS; SeaWiFS; Sentinel-3; VIIRS
261,"COMPLETED","Biological Pump and Carbon Exchange Processes","Monthly Global Phytoplankton Primary Production dataset (9 km, OC-CCI v4.2)","global-marine-phytoplankton-primary-production-bicep","This dataset contains global, monthly marine phytoplankton primary production products (in mg C m-2 d-1) for the period of 1998 to 2018 at 9 km spatial resolution. Data are provided in NetCDF format. Primary production by marine phytoplankton was modelled using ocean-colour remote sensing products and a spectrally-resolved primary production model that incorporates the vertical structure of phytoplankton and simulates changes in photosynthesis as a function of irradiance using a two-parameter photosynthesis versus irradiance (P-I) function (see Kulk et al. 2020, Sathyendranath et al. 2020a, and references therein for details). Chlorophyll-a products were obtained from the European Space Agency (ESA) Ocean Colour Climate Change Initiative (OC-CCI v4.2 dataet). Photosynthetic Active Radiation (PAR) products were obtained from the National Aeronautics and Space Administration (NASA) and were corrected for inter-sensor bias in products. In situ datasets of chlorophyll-a profile parameters and P-I parameters were incorporated as described in Kulk et al. (2020). The primary production products were generated as part of the ESA Living Planet Fellowship programme ‘Primary production, Index of Climate Change in the Ocean: Long-term Observations’ (PICCOLO). Support from the Simons Foundation grant ‘Computational Biogeochemical Modeling of Marine Ecosystems’ (CBIOMES, number 549947), from the ESA Biological Pump and Carbon Exchange Processes (BICEP) project and from the National Centre of Earth Observation (NCEO) is acknowledged. Data are provided as netCDF files containing global, monthly marine phytoplankton primary production products (in mg C m-2 d-1) for the period of 1998 to 2020 at 9 km spatial resolution.","https://data.ceda.ac.uk/neodc/bicep/data/marine_primary_production/v4.2/monthly/","https://dx.doi.org/10.5285/69b2c9c6c4714517ba10dab3515e4ee6",,,Phytoplankton Primary Production,"1998.01.01","2020.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2021.12.21","Oceans",,,,,,ENVISAT; MERIS; MODIS; SeaWiFS; Sentinel-3; VIIRS
262,"ONGOING","Biological Pump and Carbon Exchange Processes","Monthly Global Picophytoplankton Carbon dataset (9 km, OC-CCI v4.2)","monthly-global-picophytoplankton-carbon-dataset-9-km-oc-cci-v42","This dataset contains monthly global carbon products for pico-, nano- and microphytoplankton (C_picophyto, C_nanophyto and C_microphyto, respectively, in mg C m-3) and the total phytoplankton community (C_phyto in mg C m-3) for the period of 1997 to 2020 at 9 km spatial resolution. A spectrally-resolved photoacclimation model was unified with a primary production model that simulated photosynthesis as a function of irradiance using a two-parameter photosynthesis versus irradiance (P-I) function to estimate the carbon content of marine phytoplankton based on ocean-colour remote sensing products (Sathyendranath et al. 2020 and references therein for details). The photoacclimation model contains a maximum chlorophyll-to-carbon ratio for three different phytoplankton size classes (pico-, nano- and microphytoplankton) that was inferred from field data, as in Sathyendranath et al. (2020). Chlorophyll-a products were obtained from the European Space Agency (ESA) Ocean Colour Climate Change Initiative (OC-CCI v4.2 dataset). Photosynthetic Active Radiation (PAR) products were obtained from the National Aeronautics and Space Administration (NASA) and were corrected for inter-sensor bias in products. Mixed Layer Depth (MLD) was obtained from the French Research Institute for Exploration of the Sea (Ifremer). In situ datasets P-I parameters were incorporated as described in Kulk et al. (2020). The phytoplankton carbon products were generated as part of the ESA Biological Pump and Carbon Exchange Processes (BICEP) project. Support from the Simons Foundation grant ‘Computational Biogeochemical Modeling of Marine Ecosystems’ (CBIOMES, number 549947) and from the National Centre of Earth Observation (NCEO) is acknowledged. Data are provided as netCDF files containing carbon products for pico-, nano- and microphytoplankton (C_picophyto, C_nanophyto and C_microphyto, respectively, in mg C m-3) and the total phytoplankton community (C_phyto in mg C m-3) for the period of 1998 to 2020 at 9 km spatial resolution. Additional variables that were used for the calculation of the phytoplankton carbon products are also provided, including chlorophyll-a (chl_a in mg m-3), photosynthetically activate radiation (par, in µmol photons m-2 d-1), mixed layer depth (mld in m) and the mean spectral nondimensional irradiance (mean_spectral_i_star).","https://rsg.pml.ac.uk/shared_files/gku/ESA_animation/PC_1-month_9km/",,,,"Picophytoplankton Carbon","1997.09.01","2020.11.30","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2023.03.29","Oceans",,,,,,ENVISAT; MERIS; MODIS; SeaWiFS; Sentinel-3; VIIRS
263,"COMPLETED","Biological Pump and Carbon Exchange Processes","Monthly Global Picophytoplankton Carbon dataset (9 km, OC-CCI v5)","monthly-global-picophytoplankton-carbon-dataset-9-km-oc-cci-v5","This dataset contains monthly global carbon products for pico-, nano- and microphytoplankton (C_picophyto, C_nanophyto and C_microphyto, respectively, in mg C m-3) and the total phytoplankton community (C_phyto in mg C m-3) for the period of 1998 to 2020 at 9 km spatial resolution. A spectrally-resolved photoacclimation model was unified with a primary production model that simulated photosynthesis as a function of irradiance using a two-parameter photosynthesis versus irradiance (P-I) function to estimate the carbon content of marine phytoplankton based on ocean-colour remote sensing products (Sathyendranath et al. 2020 and references therein for details). The photoacclimation model contains a maximum chlorophyll-to-carbon ratio for three different phytoplankton size classes (pico-, nano- and microphytoplankton) that was inferred from field data, as in Sathyendranath et al. (2020). Chlorophyll-a products were obtained from the European Space Agency (ESA) Ocean Colour Climate Change Initiative (OC-CCI v5.0 dataset). Photosynthetic Active Radiation (PAR) products were obtained from the National Aeronautics and Space Administration (NASA) and were corrected for inter-sensor bias in products. Mixed Layer Depth (MLD) was obtained from the French Research Institute for Exploration of the Sea (Ifremer). In situ datasets P-I parameters were incorporated as described in Kulk et al. (2020). The phytoplankton carbon products were generated as part of the ESA Biological Pump and Carbon Exchange Processes (BICEP) project. Support from the Simons Foundation grant ‘Computational Biogeochemical Modeling of Marine Ecosystems’ (CBIOMES, number 549947) and from the National Centre of Earth Observation (NCEO) is acknowledged. Data are provided as netCDF files containing carbon products for pico-, nano- and microphytoplankton (C_picophyto, C_nanophyto and C_microphyto, respectively, in mg C m-3) and the total phytoplankton community (C_phyto in mg C m-3) for the period of 1998 to 2020 at 9 km spatial resolution. Additional variables that were used for the calculation of the phytoplankton carbon products are also provided, including chlorophyll-a (chl_a in mg m-3), photosynthetically activate radiation (par, in µmol photons m-2 d-1), mixed layer depth (mld in m) and the mean spectral nondimensional irradiance (mean_spectral_i_star).","https://data.ceda.ac.uk/neodc/bicep/data/phytoplankton_carbon/v5.0/monthly/","https://dx.doi.org/10.5285/6a6ccbb8ef2645308a60dc47e9b8b5fb",,,"Picophytoplankton Carbon","1998.01.01","2020.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2021.12.21","Oceans",,,,,,ENVISAT; MERIS; MODIS; SeaWiFS; Sentinel-3; VIIRS
264,"ONGOING","Biological Pump and Carbon Exchange Processes","Monthly Global Total Phytoplankton Carbon dataset (9 km, OC-CCI v4.2)","monthly-global-total-phytoplankton-carbon-dataset-9-km-oc-cci-v42","This dataset contains monthly global carbon products for pico-, nano- and microphytoplankton (C_picophyto, C_nanophyto and C_microphyto, respectively, in mg C m-3) and the total phytoplankton community (C_phyto in mg C m-3) for the period of 1997 to 2020 at 9 km spatial resolution. A spectrally-resolved photoacclimation model was unified with a primary production model that simulated photosynthesis as a function of irradiance using a two-parameter photosynthesis versus irradiance (P-I) function to estimate the carbon content of marine phytoplankton based on ocean-colour remote sensing products (Sathyendranath et al. 2020 and references therein for details). The photoacclimation model contains a maximum chlorophyll-to-carbon ratio for three different phytoplankton size classes (pico-, nano- and microphytoplankton) that was inferred from field data, as in Sathyendranath et al. (2020). Chlorophyll-a products were obtained from the European Space Agency (ESA) Ocean Colour Climate Change Initiative (OC-CCI v4.2 dataset). Photosynthetic Active Radiation (PAR) products were obtained from the National Aeronautics and Space Administration (NASA) and were corrected for inter-sensor bias in products. Mixed Layer Depth (MLD) was obtained from the French Research Institute for Exploration of the Sea (Ifremer). In situ datasets P-I parameters were incorporated as described in Kulk et al. (2020). The phytoplankton carbon products were generated as part of the ESA Biological Pump and Carbon Exchange Processes (BICEP) project. Support from the Simons Foundation grant ‘Computational Biogeochemical Modeling of Marine Ecosystems’ (CBIOMES, number 549947) and from the National Centre of Earth Observation (NCEO) is acknowledged. Data are provided as netCDF files containing carbon products for pico-, nano- and microphytoplankton (C_picophyto, C_nanophyto and C_microphyto, respectively, in mg C m-3) and the total phytoplankton community (C_phyto in mg C m-3) for the period of 1998 to 2020 at 9 km spatial resolution. Additional variables that were used for the calculation of the phytoplankton carbon products are also provided, including chlorophyll-a (chl_a in mg m-3), photosynthetically activate radiation (par, in µmol photons m-2 d-1), mixed layer depth (mld in m) and the mean spectral nondimensional irradiance (mean_spectral_i_star)","https://rsg.pml.ac.uk/shared_files/gku/ESA_animation/PC_1-month_9km/",,,,Phytoplankton Carbon,"1997.09.01","2020.11.30","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2023.03.29","Oceans",,,,,,ENVISAT; MERIS; MODIS; SeaWiFS; Sentinel-3; VIIRS
265,"COMPLETED","Biological Pump and Carbon Exchange Processes","Monthly Global Total Phytoplankton Carbon dataset (9 km, OC-CCI v5)","global-marine-phytoplankton-carbon-bicep","This dataset contains monthly global carbon products for pico-, nano- and microphytoplankton (C_picophyto, C_nanophyto and C_microphyto, respectively, in mg C m-3) and the total phytoplankton community (C_phyto in mg C m-3) for the period of 1998 to 2020 at 9 km spatial resolution. A spectrally-resolved photoacclimation model was unified with a primary production model that simulated photosynthesis as a function of irradiance using a two-parameter photosynthesis versus irradiance (P-I) function to estimate the carbon content of marine phytoplankton based on ocean-colour remote sensing products (Sathyendranath et al. 2020 and references therein for details). The photoacclimation model contains a maximum chlorophyll-to-carbon ratio for three different phytoplankton size classes (pico-, nano- and microphytoplankton) that was inferred from field data, as in Sathyendranath et al. (2020). Chlorophyll-a products were obtained from the European Space Agency (ESA) Ocean Colour Climate Change Initiative (OC-CCI v5.0 dataset). Photosynthetic Active Radiation (PAR) products were obtained from the National Aeronautics and Space Administration (NASA) and were corrected for inter-sensor bias in products. Mixed Layer Depth (MLD) was obtained from the French Research Institute for Exploration of the Sea (Ifremer). In situ datasets P-I parameters were incorporated as described in Kulk et al. (2020). The phytoplankton carbon products were generated as part of the ESA Biological Pump and Carbon Exchange Processes (BICEP) project. Support from the Simons Foundation grant ‘Computational Biogeochemical Modeling of Marine Ecosystems’ (CBIOMES, number 549947) and from the National Centre of Earth Observation (NCEO) is acknowledged. Data are provided as netCDF files containing carbon products for pico-, nano- and microphytoplankton (C_picophyto, C_nanophyto and C_microphyto, respectively, in mg C m-3) and the total phytoplankton community (C_phyto in mg C m-3) for the period of 1998 to 2020 at 9 km spatial resolution. Additional variables that were used for the calculation of the phytoplankton carbon products are also provided, including chlorophyll-a (chl_a in mg m-3), photosynthetically activate radiation (par, in µmol photons m-2 d-1), mixed layer depth (mld in m) and the mean spectral nondimensional irradiance (mean_spectral_i_star).","https://data.ceda.ac.uk/neodc/bicep/data/phytoplankton_carbon/v5.0/monthly/","https://dx.doi.org/10.5285/6a6ccbb8ef2645308a60dc47e9b8b5fb",,,Phytoplankton Carbon,"1998.01.01","2020.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2021.12.21","Oceans",,,,,,ENVISAT; MERIS; MODIS; SeaWiFS; Sentinel-3; VIIRS
266,"ONGOING","Volcano Monitoring using Deep Learning","Database of labelled Sentinel-1 interferograms - v.2.0","database-of-labelled-sentinel-1-interferograms-v20","A database of labelled Sentinel-1 data featuring examples of volcanic unrest. Part of this work was carried out in the frame of the project \u201cVolcano Monitoring using Deep Learning (https://eo4society.esa.int/projects/vmdl/ )\u201c, under the Living Planet Fellowship programme of, and funded by, the European Space Agency. Disclaimer: the view expressed here can in no way be taken to reflect the official opinion of the European Space Agency. ","https://github.com/matthew-gaddes/VolcNet","https://doi.org/10.31223/X5CW2J",,,"Volcanic unrest","2020.06.23","2022.07.01","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2021.12.01","Solid Earth",,,,,,"Sentinel-1"
267,"COMPLETED","SENTINEL-5P+ INNOVATION OCEAN COLOUR (S5P+-I-OC)","High resolution phytoplankton Chl-a data obtained by undulating platform towed behind the ship (POLARSTERN cruise PS113)","high-res-phytoplankton-chl-a data-by-undulating-platform-behind-the-ship-POLARSTERN-cruise-PS113","We analysed water samples taken during the Polarstern PS113 cruise with HPLC technique to retrieve phytoplankton pigment concentrations. We further used these data to obtain major phytoplankton groups following the diagnostic pigment analysis. We also measured at discrete light stations (called Lightstations) and from an undulating platform towed behind the ship (called TRIAXUS stations) radiometric underwater light profiles high spectrally resolved. We obtained high resolution phytoplankton group Chla data from depth resolved apparent optical properties derived from the underwater radiation data by applying an empirical orthogonal function (EOF) analysis to the spectral data set and developing subsequently regression models using the pigment based phytoplankton group Chla and the selected EOF modes. Results were obtained from using depth resolved transmission data (Transmission) and also from using the mean diffuse attenuation over the first optical depth (kdmean) of the measured radiometric profile. All the details are described in the related publication by Bracher et al. (2020).","https://doi.pangaea.de/10.1594/PANGAEA.913517?format=html#download","https://doi.pangaea.de/10.1594/PANGAEA.913517",,,"Ocean chlorophyll concentration","2018.05.14","2018.06.05","South Atlantic Ocean","[[[-44.627000,35.914000],[-13.138000,35.914000],[-13.138000,-35.644000],[-44.627000, -35.644000],[-44.627000,35.914000]]]","2020.04.21","Oceans","Atmosphere",,,,,"Sentinel-5p"
268,"COMPLETED","SENTINEL-5P+ INNOVATION OCEAN COLOUR (S5P+-I-OC)","High resolution phytoplankton Chl-a data obtained at discrete light stations (POLARSTERN cruise PS113)","high-res-phytoplankton-chl-a data-at-discrete-light-stations-POLARSTERN-cruise-PS113","We analysed water samples taken during the Polarstern PS113 cruise with HPLC technique to retrieve phytoplankton pigment concentrations. We further used these data to obtain major phytoplankton groups following the diagnostic pigment analysis. We also measured at discrete light stations (called Lightstations) and from an undulating platform towed behind the ship (called TRIAXUS stations) radiometric underwater light profiles high spectrally resolved. We obtained high resolution phytoplankton group Chla data from depth resolved apparent optical properties derived from the underwater radiation data by applying an empirical orthogonal function (EOF) analysis to the spectral data set and developing subsequently regression models using the pigment based phytoplankton group Chla and the selected EOF modes. Results were obtained from using depth resolved transmission data (Transmission) and also from using the mean diffuse attenuation over the first optical depth (kdmean) of the measured radiometric profile. All the details are described in the related publication by Bracher et al. (2020).","https://doi.pangaea.de/10.1594/PANGAEA.913514?format=html#download","https://doi.pangaea.de/10.1594/PANGAEA.913514",,,"Ocean chlorophyll concentration","2018.05.10","2018.06.05","South Atlantic Ocean","[[[-60.720000,35.960000], [-13.120000,35.960000],[ -13.120000,-47.660000],[-60.720000, -47.660000],[-60.720000,35.960000]]]","2020.04.21","Oceans","Atmosphere",,,,,"Sentinel-5p"
269,"COMPLETED","SENTINEL-5P+ INNOVATION OCEAN COLOUR (S5P+-I-OC)","Mean spectral DAC avg for 320-338.5nm (UVAB) 356.5 - 390 nm (UVA) & 390 - 423 nm in the Atlantic Ocean from S5P (TROPOMI)","mean-spectral-dac-for-320 nm-423nm-in-the-atlantic-ocean","This data set contains the mean diffuse attenuation coefficient of the downwelling plane irradiance over the first optical depth and over three different wavelength regions: 312.5 - 338 nm (Kd-UVAB), 356.5 - 390 nm (Kd-UVA), and 390 - 423 nm (KD-blue) as retrieved from the Sentinel-5P TROPOMI sensor from 11 May to 9 June 2018 in the Atlantic Ocean. The retrieval for the products is based on Differential Optical Absorption Spectroscopy (DOAS) extended to the ocean domain (PhytoDOAS). The spectral integrated Kd are derived from the Vibrational Raman Scattering (VRS) signal of the ocean which is retrieved by DOAS fits in three different fit windows. Kd-UVAB corresponds to DOAS VRS fits in the wavelength regions of 349.5 - 382 nm, Kd-UVA to 405 - 450 nm, and Kd-blue to 450 - 493 nm. VRS fit factors in the blue fit window (450 - 493 nm) were offset-corrected (an offset of 0.186 was added to the VRS fit factor of all processed S5P ground pixels). Derived Kd-blue are otherwise unrealistically high. The offset was determined with the help of Kd data at 490 nm from the Ocean and Land Color Instrument (OLCI) onboard Sentinel-3A. Fit results from the DOAS retrieval are converted into physical quantities using look-up-tables which were established with coupled atmosphere-ocean radiative transfer modeling using the software SCIATRAN version 4.0.8 (Rozanov et al. 2017, https://www.iup.uni-bremen.de/sciatran/). Only TROPOMI data with a cloud fraction smaller 0.01 were processed by the algorithm. Output data within the Atlantic Ocean (55°N-55°S, 70°W-10°E) were gridded daily into 0.083° latitudinal/longitudinal bins. Details on the algorithm can be found in the related publication by Oelker et al. (2022).","https://doi.pangaea.de/10.1594/PANGAEA.940352?format=html#download","https://doi.org/10.1594/PANGAEA.940352",,,"Ocean Diffuse Attenuation Coefficient (DAC)","2018.05.11","2018.06.09","Atlantic Ocean","[[[55.0,-70.0],[-55.0, -70.0], [-55.0,10.0],[55.0,10.0],[55.0,-70.0]]]","2022.03.17","Oceans","Atmosphere",,,,,"Sentinel-5p"
270,"COMPLETED","SENTINEL-5P+ INNOVATION OCEAN COLOUR (S5P+-I-OC)","Mean spectral DAC from 318-952nm of light profiles measured at discrete stations (RV Polarstern cruise PS113) ","mean-spectral-dac-from-318-to952nm-of-underwater-light-profiles-rv-polarstern-cruise-PS113","The spectrally resolved diffuse attenuation coefficient over the first optical depth was derived from radiometric profiles collected at discrete stations during RV Polarstern cruise PS113 at 17 discrete stations distributed along a transect between the Malvinas upwelling region and the English channel in the Atlantic Ocean. An irradiance sensor (RAMSES ACC-2-VIS, TriOS GmbH, Germany) covering the wavelength region from 320 nm to 950 nm with a spectral sampling of 3.3 nm, resolution of 10 nm, and accuracy of 0.3 nm was used which is additionally equipped with an inclination and pressure sensor. The sensor was mounted to a steel frame for vertical profiling of the underwater downwelling irradiance at a distance of 5 m to the ship. The general measurement procedure followed Taylor et al. (2011). A second RAMSES ACC-2-VIS sensor mounted on top of the ship recorded the incident downwelling irradiance above the surface, to correct for incident sunlight variations. Mean Kd at each sampled wavelength was calculated from downwelling irradiance measurements at the different depths in the profile over the first optical depth (mostly between 7 to 22 m, the information is provided as minimum and maximum depth). Details on measurement procedure and its uncertainty can be found in Tilstone et al. (2020) and on the specific determination of Kd during PS113 can be found in Bracher et al. (2020).","https://doi.pangaea.de/10.1594/PANGAEA.931480?format=html#download","https://doi.org/10.1594/PANGAEA.931480",,,"Ocean Diffuse Attenuation Coefficient (DAC)","2018.05.10","2018.06.05","South Atlantic Ocean","[[[-60.533041,35.9600],[-13.1200,35.9600],[-13.1200,-47.660000],[-60.533041,-47.660000],[-60.533041,35.9600]]]","2022.03.17","Oceans","Atmosphere",,,,,"Sentinel-5p"
271,"COMPLETED","SENTINEL-5P+ INNOVATION OCEAN COLOUR (S5P+-I-OC)","Mean spectral DAC from 320-917nm from light transmission profiles by an undulating platform towed behind the ship","mean-spectral-dac-from-320-to917nm-from-radiometric-underwater-light-transmission-profiles","Radiometric data was collected on Polarstern expedition PS113, crossing the Atlantic from the Patagonian Shelf to the English Channel with an irradiance sensors (RAMSES ACC-2-VIS, TriOS GmbH, Germany) covering the wavelength region from 320 nm to 917 nm with a spectral sampling of 3.3. nm, resolution of 10 nm, and accuracy of 0.3 nm. The sensor was mounted on an undulating platform (Triaxus, extended version, MacArtney, Denmark) towed behind the research vessel at a speed of 8 knots for several transects along the cruise track and measured the underwater downwelling irradiance Ed(z, λ). Vertical movement of the Triaxus was 1 m/s. The depth was determined with a Seabird CTD mounted to the Triaxus and the inclination in all directions was recorded by the Triaxus hardware (details in von Appen et al. 2020). Measurements were taken with automatically adjusted integration times between 4 ms and 8 s. Data of a light profile was only processed if the euphotic depth was reached and values of the downwelling irradiance at 15 m depth and a wavelength of 400 nm were greater than 150 mW m−2 nm−1. Radiometric data from 6 transects (on 19, 21, 22, 24, 25, and 27 May 2018) between 2 and 48 hours duration were identified useful for determining Kd(λ). Generally, profile measurements were only valid if the instrument's inclination in either dimension was < 14°. Another RAMSES ACC-2-VIS sensor mounted on top of the ship recorded the incident downwelling irradiance above the surface Ed(λ, 0 + ), to correct for incident sunlight variations. Mean Kd was calculated from Ed(z, λ) profiles mostly over the depth interval 7 to 30 m, some 7 to 60 m. Details on measurement procedure and determination of Kd can be found in Bracher et al. (2020a, 2020b).","https://doi.pangaea.de/10.1594/PANGAEA.939927?format=html#download","https://doi.pangaea.de/10.1594/PANGAEA.939927",,,"Ocean Diffuse Attenuation Coefficient (DAC)","2018.05.19","2018.05.27","South Atlantic Ocean","[[[-33.533041,-19.455381],[-23.372737,-19.455381],[-23.372737,8.823780],[-33.533041,8.823780],[-33.533041,-19.455381]]]","2022.03.17","Oceans","Atmosphere",,,,,"Sentinel-5p"
