"Project_ID","Status","Project_Name","Short_Name","Short_Description","Website","Eo4Society_link","Consortium","Start_Date_Project","End_Date_Project","TO","TO_E-mail","Theme1","Theme2","Theme3","Theme4","Theme5","Theme6"
150,"ONGOING","eXperimental jOint inveRsioN","XORN","The Earth crust represents less than 1% of the volume of our planet but is exceptionally important as it preserves the signs of the geological events that shaped the Earth. This thin layer is the place where the natural resources we need can be accessed (e.g. minerals, critical raw materials, geothermal energy, fresh water, hydrocarbons). For these reasons, a thorough understanding of its structure is crucial for both scientific and industrial future activities. In recent years, thanks to the increasing availability of seismic/seismological data and to satellite missions, the Earth crust has been thoroughly investigated and modelled at global and continental scales. However, despite this progress, the crust remains poorly understood in many regions as global models are often too coarse to provide detailed information about the regional and local dynamics. Potential field methods, which exploit gravity and magnetic data, are a powerful tool to recover information on the Earth’s crust structure. A wide variety of gravity and magnetic data in fact have been nowadays collected at near surface altitudes in most regions of the world. These measurements, if properly combined with global satellite data can be used to refine at regional/local scale the modelling of crustal structures, depicting the boundaries between geological units and stratification of the crust. To fully exploit these satellite-derived and terrestrial data ad-hoc physics integrated approaches, to reconcile all the measurements, are required. A promising solution to this issue is represented by the joint processing of both gravity and magnetic fields observations, possibly incorporating the available geological knowledge and constrains coming from seismic acquisitions. In the XORN project an innovative, fully integrated approach will be developed to perform a complete 3D joint inversion of gravity and magnetic fields data, constrained by seismic and geological a-priori information. The developed algorithm will be used within the project to recover a 3D regional model of the Earth crust in the Mediterranean Area in terms of density and magnetic susceptibility distribution and in terms of depths of the main geological horizons.","https://xorn-project.eu/","https://eo4society.esa.int/projects/xorn/","GEOMATICS RESEARCH AND DEVELOPMENT (IT)CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS) (FR)",07.04.2022,19.12.2023,"Ilias Daras","ilias.daras@esa.int","Solid Earth",,,,,
151,"ONGOING","Explainable AI: application to trustworthy super-resolution (OpenSR) ","OpenSR","The project aims to bring robust, accountable, and scalable multi-spectral super-resolution techniques to the Earth Observation (EO) community for the ubiquitous L2 and L3 pre-processing of the Sentinel-2 (S2) revisits archive. Super-resolution (SR) is a nascent technology and the roadmap to maturity will require insights from many disciplines. Super-resolution is not just about image generation, but also degradation: how much is lost in pixelation. To shift the public perception on the safety of SR-S2 products, the project will provide uncertainty and quality metrics along with the SR products; establish and disseminate best practices through new methods and tools that will be open to everyone. The project will push the boundaries of excellence science and technological development of SR in remote sensing, by creating a set of tools, platform, and guidelines: Tools of state-of-the-art SR, Explainable AI (xAI), saliency and information metrics. An open WebGIS platform that goes beyond standard solutions by working directly on Analysis Ready Data stored in a datacube. The platform will bring SR S2 data at the fingertips of users, allow for interactive data exploration, analysis and combination of SR S2 and other data, and even on-the-fly execution of xAI models on S2 data. It will provide access to the data from a number of use cases illustrating different real-world problems and showcasing how applications benefit from the combined action of SR and xAI, and their limits. A set of guidelines and best practices that summarize an accountable and reproducible SR pipeline for successful applications.",,"https://eo4society.esa.int/projects/opensr/","UNIVERSITY OF OXFORD (GB)BROCKMANN CONSULT GMBH (DE),UNIV VALENCIA (ES)",02.01.2022,30.12.2023,"Nicolas Longepe","nicolas.longepe@esa.int","Land","Oceans","Atmosphere",,,
152,"ONGOING","AI-ENHANCED UNCERTAINTY QUANTIFICATION OF SATELLITE-DERIVED HYDROCLIMATIC EXTREMES (extrAIM)","extrAIM","extrAIM (AI-enhanced uncertainty quantification of satellite-derived hydroclimatic extremes) is part of the AI4SCIENCE activity. The first AI4SCIENCE ITT was launched in 2021 and had a focus on Extreme Events, Multi-Hazards and Compound Events, and contributes to the ESA Extremes and Natural Disasters Science Cluster. extrAIM will develop a first-of-its-kind, satellite-based, low-latency, uncertainty-aware precipitation dataset for the Mediterranean region, adjusted to account for the extremes’ probabilistic behavior. extrAIM will combine statistical learning and Bayesian modelling methods (for uncertainty quantification) with an AI (Artificial Intelligence)-enhanced dataset integration approach, suitable for combining multiple precipitation products (e.g., satellite-data, estimates based on soil moisture), with an eye on model’s explainability. Finally, and with improving understanding and awareness in mind, extrAIM will develop a user-friendly data-management and visualization platform able to provide easy access to the UA Mediterranean dataset, as well as communicate risks arising from individual and compound extreme events. ","https://extraim.eu/en/","https://eo4society.esa.int/projects/extraim/","National Technical University of Athens (GR)CNR-RESEARCH INSTITUTE FOR GEO-HYDROLOGICAL PROTECTION – IRPI (IT),Tethys Consulting (GR)",28.09.2022,04.01.2024,"Anca Anghelea","anca. anghelea@esa.int","Land","Oceans","Atmosphere",,,
153,"ONGOING","FFSAR - Coastal Fully Focused SAR Altimetry and Innovative River Level Gauges for Coastal Monitoring","FFSAR - Coastal","FFSAR-Coastal is a project funded by ESA to apply the Fully Focused SAR altimetry processor on Sentinel-3 data and evaluate its potential to make a significant new contribution to coastal and estuarine monitoring systems. Innovative in situ water level gauges will be used for validation. Two different environments will be considered: The Severn Estuary and river: A highly dynamic mixed tidal estuary environment, the confluence between a river and its estuary experiencing large tidal range and strong tidal currents. The lower Rhone Delta and Camargue: A low lying, flat river delta and wetland environment, susceptible to inundation and rising water levels. By studying these two very different environments, the potential applicability and benefits offered by FF SAR altimeter data in other coastal, estuarine and delta locations will be demonstrated.Applications will focus on the benefits offered by the very high along-track resolution in water level and backscatter that can be provided through FF SAR processing. User agencies and groups from the two regions will be consulted to identify gaps and priorities for monitoring requirements. Time series will be provided by autonomous in situ microstation gauges, drone-mounted instruments will be used to provide water level profiles between the fixed locations and satellite tracks.","https://www.satoc.eu/projects/ffsar/","https://eo4society.esa.int/projects/ffsar-coastal/","SATELLITE OCEANOGRAPHIC CONSULTANTS LTD. (GB)National Oceanography Centre (NOC) (GB),New Forest District Council - Channel Coastal Observatory (GB),Technical University of Denmark (DK),VORTEX.IO (FR)",11.11.2021,06.01.2024,"Jerome Benveniste","jerome.benveniste@esa.int","Oceans",,,,,
154,"ONGOING","Fluvial Video from Satellite - FluViSat","FluViSat","FluViSat is a proof-of-concept study leveraging recent scientific advances in hydrology to explore the potential use of satellite-collected video imagery to provide accurate and timely quantification of water movements and river flows for the benefit of water management globally. The project is funded through the European Space Agency's (ESA) - Future EO-1 EO Science for Society - Grand Science Challenges, and runs from January to December 2022. It is led by UK Centre for Ecology & Hydrology, in partnership with the Luxembourg-based company, RSS-Hydro, and the Queensland Government, Australia. ","https://www.ceh.ac.uk/our-science/projects/Fluvisat","https://eo4society.esa.int/projects/fluvisat/","UK Centre for Ecology & Hydrology (GB)RSS-Hydro (LU)",21.11.2022,15.01.2024,"Bertrand Le Saux","bertrand.le.saux@esa.int","Land",,,,,
155,"ONGOING","GLACIERS MASS BALANCE INTERCOMPARISON EXERCISE (GLAMBIE)","GLAMBIE","GlaMBIE project builds on nascent efforts within the IACS working group on Regional Assessments of Glacier Mass Change (RAGMAC, https://cryosphericsciences.org/activities/wg-ragmac/  ) to setup and coordinate an intercomparison exercise of regional glacier mass changes from glaciological in-situ measurements and various remote sensing sources, including geodetic DEM differencing, altimetry, and gravimetry. Under the guidance of Scientific Advisory Committee (staffed with the RAGMAC co-chairs), an assessment framework, algorithm, and environment will be developed to compile and analyse the regional glacier mass-change results from the active research groups to come up with new consensus estimates of regional and global glacier mass changes and related uncertainties.",,"https://eo4society.esa.int/projects/glambie/","UNIVERSITY OF ZURICH (CH)",14.01.2022,12.02.2024,"Stephen Plummer","stephen.plummer@esa.int","Cryosphere",,,,,
156,"ONGOING","Ground Deformation from Meteorological, Seismic and Anthropogenic Changes Analysed by Remote Sensing, Geomatic Experiments and Extended Reality - GERMANE","(LPF) GERMANE","Within this project we intend to analyse ground deformation hazards induced by meteorological changes and seismotectonic conditions in eastern Belgium, western Germany and the south-eastern Netherlands. Thus, its outcomes should also be of interest for the ongoing Interreg project Einstein Telescope EMR Site & Technology (E-TEST). Focus is on the differentiation of weather-induced and seismotectonically influenced Earth surface processes in the E-Test area where human-induced groundwater level changes are also observed. The regional aspect of ground deformation in the E-Test area would be approached by Synthetic Aperture Radar Interferometry (InSAR) processing. Detailed analyses will be performed along the numerous faults crossing the E-Test area. Differential ground deformation across fault structures should, however, be quite small, probably of the amount of a few millimetres. Such small displacements require extremely precise surveying, using InSAR studies supported by the installation of fixed corner reflectors. Also, repeated very high resolution (VHR) image and digital elevation model (DEM) will be collected using Unmanned Aerial Vehicles covering the whole potentially subsiding area is necessary (supported by ground-based measurements). In parallel, geodetic monitoring using Global Navigation Satellite System (GNSS) measurements on benchmarks as well as Essential Climate Variables (ECVs) monitoring to determine the meteorological conditions when increase of ground deformation observed. The project also aims to develop a permanent monitoring system which would last after the duration of the project. Finally, we will develop models allowing us to manage and visualise (also in Extended Reality environments) the slow ground movements measured by remote sensing.","https://www.csl.uliege.be/cms/c_10329127/en/csl-signal-processing-lab","https://eo4society.esa.int/projects/germane/","UNIVERSITY OF LIEGE (BE)",18.01.2023,20.02.2024,"Stephen Plummer","stephen.plummer@esa.int","Solid Earth",,,,,
157,"ONGOING","High information content ozone profile algorithm for ground-based passive remote sensing instruments (OPA)","OPA","LuftBlick Earth Observation Technologies (LuftBlick) and the Royal Belgian Institute for Space Aeronomy (BIRA) propose to develop a novel algorithm to derive ozone profiles from measurements of ground-based passive remote sensing instruments. These are the highlights of our proposed activity: The novel algorithm distinguishes itself in several ways from existing approaches:It uses MAX-DOAS sky observations combined with direct sun measurements;It relies on absolute slant columns instead of relative ones; It combines results from UV and VIS spectral regions (Huggins and Chappuis ozone bands respectively) to make use of their different path lengths; It adds the retrieved effective ozone temperature to the input; It analyses entire days as a whole instead of single measurement sequences; It includes temperature profiles from re-analysis to be used in combination with the retrieve effective ozone temperatures. Once validated and made operational, the novel algorithm can be applied to new and existing datasets such as from the Pandonia Global Network (PGN). By this it would be an extremely valuable contribution to our knowledge of tropospheric ozone with direct impact to air quality, tropospheric chemistry and satellite validation. Having a working operational technique to derive TropO3 information from ground-based passive remote sensing measurements would increase our knowledge about TropO3 substantially at hardly any additional cost. Pandoras (or other MAX-DOAS instruments) are distributed in existing networks, e.g. the Pandona Global Network (PGN) with >100 locations around the world and are most often already performing the types of measurements which we plan to use for the algorithm we propose to develop. Hence a working ozone profile algorithm can be applied to these observations as well as on additional worldwide data sets which extend several years into the past.",,"https://eo4society.esa.int/projects/opa/","LUFTBLICK OG (AT)BELGIAN INSTITUTE OF SPACE AERONOMY (BIRA-IASB) (BE)",14.01.2022,15.03.2024,"Christian Retscher","christian.retscher@esa.int","Atmosphere",,,,,
158,"ONGOING","HIGH-LATITUDE POYNTING FLUX INTO AND OUT OF THE ATMOSPHERE: SWARM, SUPERDARN AND AMPERE OBSERVATIONS (HLPF-SSA)","HLPF-SSA","The Earth’s upper polar atmospheric region is constantly bombarded with energy input from the interaction between the magnetosphere and the solar wind. This controls immediately visible phenomena like the aurora borealis and australis, but also results in changes to the composition and dynamics of the atmosphere itself. The total rate of electromagnetic energy per unit area that travels between the magnetosphere and ionosphere, i.e. between the Earth’s space environment and upper atmosphere, is called the Poynting flux. The Poynting flux can be measured by each satellite in the ESA Swarm constellation. The Poynting flux is one of the most important quantities for space weather studies to accurately determine due to its potential wide-reaching impact on the function of low earth orbiting satellites. This project will include four studies that examine the nature of how Poynting flux is deposited into the ionosphere-thermosphere system, the variability of small-scale Poynting fluxes within larger scale features, and the behaviour of the ionosphere spatially and temporally during uncommon events of upward Poynting flux. It is thought that enhancements of the neutral mass density in the thermospheric cusp region are due to small-scale (<1km) and high-magnitude (several tens of mW/m2) Poynting fluxes in the same region. Previous studies have been unable to fully confirm this, as many instruments lack the ability to measure Poynting fluxes on scales less than a kilometre. The electric field instruments on board the Swarm satellites however have this capability, and so the first study of this proposal will examine statistically the prevalence of sub-kilometre Poynting fluxes, mainly around the dayside cusp region. Whilst Swarm can offer high-resolution measurements of the Poynting flux, it is limited to ionospheric regions overlapping with Swarm orbits. Poynting flux can also be calculated using a combination of data from the Super Dual Auroral Radar Network (SuperDARN) and the Active Magnetosphere and Planetary Electrodynamics Response Experiment (AMPERE). Although the SuperDARN/AMPERE estimation would be global in scale rather than along the track of an orbit, the spatial resolution of both instruments means Poynting flux variability present within larger scale features (like field-aligned and substorm current regions) would be missed. The second study is therefore a multi-instrument study to investigate the small-scale features (measured by Swarm) embedded within large scale ionospheric features (measured by SuperDARN and AMPERE). Finally, both the duration and spatial extent of upward Poynting fluxes will be investigated in studies 3 and 4. When Poynting flux is upward, instead of downward into the atmosphere, it means an ionospheric electric field is driving the magnetosphere rather than the other way around. Upward Poynting flux can be due to the neutral wind flywheel effect, when residual momentum in thermospheric neutrals (from previous geomagnetically active conditions) maintains an ionospheric electric field even though the previous driver (convection of the magnetosphere) stops. This is a seldom studied subject, but the combination of Swarm Poynting flux measurements with the “always-on” global coverage of SuperDARN will offer new insight into how the thermosphere can feedback energy to the magnetosphere.",,"https://eo4society.esa.int/projects/hlpf-ssa/","UNIVERSITY OF SASKATCHEWAN (CA)",15.09.2022,01.04.2024,"Stephen Plummer","stephen.plummer@esa.int","Atmosphere",,,,,
159,"ONGOING","Introducing Machine-learning Into Targeted Analysis for Terrestrial Ecosystems -IMITATE","IMITATE","The proposed IMITATE project aims to address the following questions:How well can machine learning methods emulate physical process-based land surface models, focused over Europe? Can explainable AI techniques provide new insights into process understanding when combining land surface models and Earth Observation data Are the learnt relationships between the modeled inputs and outputs consistent with those from Earth Observation data? To do this the project will: produce land surface model simulations from the JULES ESM (Earth System Model) over Europe focusing on the carbon cycle develop, train and evaluate machine learning models (emulators) against the simulated land surface parameters use these emulators to investigate the complex emergent relationships and feedback to gain an increased understanding of the underlying Earth System processes and to test whether data from satellite-based essential climate variables (e.g. ESA-CCI) are consistent with the relationships learnt from the land surface models. produce an Emulated-GPP (gross primary productivity) data product based on EO data, using the relationships learnt from the land surface model.","https://rjp23.github.io/IMITATE/","https://eo4society.esa.int/projects/imitate/","UNIVERSITY OF LEICESTER (GB)UNIVERSITY OF READING (GB)",11.03.2022,01.04.2024,"Stephen Plummer","stephen.plummer@esa.int","Land",,,,,
160,"ONGOING","HafeleKAR Line Of Side AQ monitoring - KARLOS","KARLOS","Air pollution is one of the current major environmental issues affecting human health at the global scale, therefore monitoring air pollution in urban and suburban areas is of great societal importance. The monitoring of air quality at urban scales is currently based on telemetric in-situ networks, which provide continuous observations with high accuracy of a number of relevant air pollutants but have limited representativeness due to the relatively small number of measurement sites. Air quality satellite observations has resolution values good enough to resolve the spatial and temporal variability of trace gases such as NO2 over regions of the world without sources, e.g. the oceans. However they fail in capturing the variability over most landmasses, especially over urban and complex (e.g.mountainous) terrains. Ground-based imaging DOAS in downward looking mode can represent a step forward for air quality monitoring in terms of spatial and temporal resolution but is rather seldom simply for the fact that a significantly elevated platform is needed for this purpose.  Such a unique situation is present in Innsbruck with the Hafelekar station located at about 1800m above the city with little horizontal distance. The KARLOS (HafeleKAR Line Of Sight AQ monitoring) project aims to develop a mountain top imaging DOAS overlooking the city of Innsbruck with the following purposes: Demonstrate the capabilities and test the performance of the prototype; Monitor the air quality in and around Innsbruck at high temporal and spatial resolution; Assess the options for a high resolution air quality retrieval system combining measurements and model calculations","https://karlos.luftblick.at/","https://eo4society.esa.int/projects/karlos/","LUFTBLICK OG (AT)BELGIAN INSTITUTE OF SPACE AERONOMY (BIRA-IASB) (BE),UNIV INNSBRUCK (AT)",08.04.2022,30.04.2024,"Christian Retscher","christian.retscher@esa.int","Atmosphere",,,,,
161,"ONGOING","L2A+","L2A+","ESA wind mission Aeolus hosts the first space-based Doppler Wind Lidar (DWL) world-wide. Its scientific objectives are to improve Numerical Weather Predictions (NWP) and to advance the understanding of atmospheric dynamics and its interaction with the atmospheric energy and water cycle. The primary data product is profiles of horizontally projected line-of-sight winds from the surface up to about 30 km, and spin-off products are profiles of cloud and aerosol optical properties. While the L2A product has a reasonable quality, its full potential for aerosol and cloud studies and for further improving NWP, has not been exploited. This is mainly because L2A is not provided separately for aerosol and cloud targets. The proposed L2A+ study aims at developing a refined Aeolus L2A aerosol product (L2A+), test its application for enhancing aerosol research and aims at assessing the impact of the new product on aerosol assimilation towards improved dust transport modelling and for further enhancing NWP. This overarching goal of L2A+ will be realised by fulfilling the following individual objectives: Develop a refined Aeolus aerosol optical product (L2A+). Examine the impact of L2A and L2A+ on aerosol assimilation and dust transport models. Assess the impact of Aeolus on NWP. Highlight the benefit of the Aeolus joint aerosol and wind assimilation for simulating dust deposition fields. Compare the monthly averaged L2A+ product with the CALIPSO L3 product, to assess the climatological value of L2A+ for aerosol databases.",,"https://eo4society.esa.int/projects/l2a/","NATIONAL OBSERVATORY OF ATHENS (GR)ECMWF (GB),Leibniz-Institute for Tropospheric (DE)",06.04.2022,30.04.2024,"Christian Retscher","christian.retscher@esa.int","Atmosphere",,,,,
162,"ONGOING","LIdar Cloud REcord for Climate - LICREC","LICREC","Clouds play an important role in the energy budget of our planet: optically thick clouds reflect the incoming solar radiation, leading to cooling the Earth, while thinner clouds act as “greenhouse films”, preventing escape of the Earth’s long-wave radiation to space. Cloud response to ongoing greenhouse gases climate warming is the largest source of uncertainty for model-based estimates of climate sensitivity and therefore for predicting the evolution of future climate. Understanding the Earth’s energy budget requires knowing the cloud coverage, its vertical distributions and optical properties. Predicting how the Earth climate will evolve requires understanding how these cloud variables respond to climate warming. Documenting how the cloud’s detailed vertical structure evolves on a global scale over the long-term is therefore a necessary step towards understanding and predicting the cloud’s response to climate warming. Satellite observations have been providing a continuous survey of clouds over the whole globe. Passive infrared sounders have been observing our planet since 1979. Active sounders, which measure the altitude-resolved profiles of backscattered radiation with an accuracy on the order of 1−100 meters. These instruments have been providing invaluable information on cloud’s vertical profile with the accuracy matching modern requirements for climate-related processes and feedback analysis since 2006. All active instruments share the same measuring principle – they send a short pulse of laser or radar electromagnetic radiation to the atmosphere, collect the time-resolved backscatter signal by the telescope, and then register it in one or several receiver channels. However, the wavelength, pulse energy, pulse repetition frequency, telescope diameter, orbit, detector, or optical filtering are not the same for any pair of instruments. These differences define the active instruments’ capability of detecting atmospheric aerosols and/or clouds for a given atmospheric situation and observation conditions (day, night, averaging distance). At the same time, there is an obvious need to ensure the continuity of global space-borne lidar measurements. One has to stress that a simple merging of different satellite data is not enough – our overarching goal is to build a multi-lidar record accurate enough to constrain predictions of how the clouds evolve as climate warms. The project will merge the measurements performed by the relatively young space-borne lidar ALADIN/Aeolus, which has been orbiting the Earth since August 2018 and operating at 355nm wavelength with the measurements performed since 2006 by CALIPSO lidar, which is operating at 532nm and is near the end of its lifetime. Even though the primary goal of ALADIN is wind detection, its products include profiles of atmospheric optical properties (aerosols/clouds). This makes it an excellent test bed for developing an approach for building a continuous multi-lidar cloud record.",,"https://eo4society.esa.int/projects/licrec/","Sorbonne Université, SU (FR)",06.04.2022,30.04.2024,"Christian Retscher","christian.retscher@esa.int","Atmosphere",,,,,
163,"ONGOING","MethaneCAMP","MethaneCAMP","Climate change is one of the greatest societal challenges of the 21st century. The dominant source of global warming is the increase of anthropogenic greenhouse gases in the Earth`s atmosphere. atmosphere. The two most important of those species are carbon dioxide (CO2) and methane (CH4). Together they account for ~82% of the anthropogenic radiative forcing. However, uncertainties in our knowledge of the budgets of these gases, which are determined by their sources and sinks, as well as inadequately understood feedback mechanisms, limit the accuracy of current climate change projections from the local to the global scale. To reliably predict the climate of our planet, and to guide political conventions on greenhouse gas avoidance, adequate knowledge of the sources and sinks of these greenhouse gases, their feedbacks, and the quantification of natural versus anthropogenic fluxes is mandatory. Wetland emissions of methane constitute the largest single source of methane to the atmosphere, even when considering all anthropogenic emissions, and are the most uncertain part of the budget. After the tropics, the largest distribution of wetlands is in the Arctic. The Arctic is warming twice as fast as compared to the global average, making climate change’s polar effects more intense than anywhere else in the world. The Arctic accounts for nearly 50% of all organic carbon stored in the planet’s soil but rising temperatures and thawing permafrost threatens its stability. The main objectives and tasks of MethaneCAMP are to: Collaborate and coordinate with the AMPAC (Artic Methane and Permafrost Challenge) initiative and forming AMPAC network aiming to contribute to bottom-up and top-down estimates of changes in methane emissions in the Arctic. Prepare a high-latitude-focused assessment of current atmospheric CH4 retrievals from medium spatial resolution and high spatial resolution instruments. Identify the improvement potential for high-latitude retrievals of CH4, test and validate these improvements and synthesize the potential of joint strategies. Analyse the changes in the Arctic CH4 with specific focus on i) quantifying longer-term trends, ii) identifying hot spots directly from observations, and iii) studying the apportionment between biogenic and anthropogenic CH4 sources by employing multi-scale Arctic CH4 observations in inverse modelling.",,"https://eo4society.esa.int/projects/methanecamp/","FINNISH METEOROLOGICAL INSTITUTE (FI)",11.01.2022,02.07.2024,"Christian Retscher","christian.retscher@esa.int","Atmosphere",,,,,
164,"ONGOING","NOvel cOmputational methoDs for reLiablE SAteLlite-based Air quality Data (NOODLESALAD)","NOODLESALAD","NOODLESALAD aims to develop computational methods for improving the satellite-based air quality estimates. More specific, it will concentrate on improving the air quality key indicator PM2.5, which is the dry mass concentration of fine particulate matter with an aerodynamic diameter of less than 2.5 micrometers (micrograms per cubic meter of air). This activity will be developing a novel artificial intelligence approach for retrieving PM2.5 from earth observation data. The innovative strategy will be based on machine learning post-process correction that we recently developed. The novel approach will utilize an innovative fusion of Sentinel-3 satellite data, simulation model information, ground-based observations, traditional satellite retrieval techniques, and machine learning to produce satellite-based PM2.5. In this development work, data from the year 2019 will be used and select Central Europe as region of interest. The project will produce and validate PM2.5 estimates with a high spatial resolution of 300 meters for the Sentinel-3 satellites overpasses. In addition, this prototype approach will be used to create high temporal resolution air quality datasets for 5-10 European cities. Finally, the PM2.5 datasets produced will be publicly shared together with an open-source code package for Sentinel-3 PM2.5 retrieval.",,"https://eo4society.esa.int/projects/noodlesalad/","FINNISH METEOROLOGICAL INSTITUTE (FI)UNIVERSITY OF EASTERN FINLAND (FI)",08.04.2022,01.10.2024,"Christian Retscher","christian.retscher@esa.int","Atmosphere",,,,,
165,"ONGOING","Ozone Recovery from Merged Observational Data and Model Analysis (OREGANO)","OREGANO","Stratospheric ozone (the “ozone layer”) protects the biosphere from harmful UltraViolet (UV) radiation. Ozone (O3) is expected to recover as a consequence of the Montreal Protocol signed in 1987 and its Amendments regulating the phase-out of ozone-depleting substances (ODS). The stratospheric halogen amount (mainly bromine and chlorine) released by ODSs reached its maximum abundance in the middle of the 1990s. Observations from satellites and the ground confirmed that the long-term decline of stratospheric ozone was successfully stopped. Future, stratospheric ozone levels do not only depend on changes in ODS but also on changes in greenhouse gases (GHG) and possibly stratospheric aerosols. The latter modifies both ozone chemistry and dynamics (transport, circulation) of ozone. The rate of ozone recovery thus depends on the geographic region and altitude. In some altitude domains like the lower tropical stratosphere, ozone will likely continue to decline according to the majority of chemistry-climate models. At middle latitudes, the current trends in lower stratospheric ozone remain highly uncertain in part due to larger uncertainties in observational data and larger year-to-year variability in ozone. The major goal of the OREGANO project is to advance our understanding of ozone recovery using a combination of observations and model analyses. The study topics in this project are: Long-term ozone column and profile trends from models and observations; Impact of atmospheric dynamics and chemistry on polar and extrapolar ozone; Role of tropospheric ozone in column ozone trends;  Evaluation of the bromine monoxide – chlorine monoxide (BrO-ClO) cycle using nadir BrO and chlorine dioxide (OClO) observations;  Impact of aerosol and GHG changes on stratospheric ozone trends (past and future).  Recommendations for future satellite missions and programs shall be made following the results of this study in support of continued ozone monitoring.","https://www.iup.uni-bremen.de/OREGANO/","https://eo4society.esa.int/projects/oregano/","UNIVERSITY OF BREMEN (DE)FINNISH METEOROLOGICAL INSTITUTE (FI),UNIVERSITY OF LEEDS, SCHOOL OF EARTH AND ENVIRONMENT (GB)",29.11.2022,15.12.2024,"Christian Retscher","christian.retscher@esa.int","Atmosphere",,,,,
166,"ONGOING","PASS-SWIO","PASS-SWIO","PASS-SWIO, a project funded by ESA (via the Permanent Open Call),  aims to establish a sea level monitoring system for Madagascar based on the installation and deployment of a low-cost relocatable tide gauge (Portagauge). Portagauge uses GNSS interferometric reflectometry (GNSS-IR) technology alongside a conventional radar. By combining these measurements with the analysis of satellite altimeter sea level data we will provide validation and wider scale knowledge of sea-level variability. Madagascar has very limited tidal prediction, primarily based on model data. It has no national sea level monitoring capability. There is currently only one functioning tide gauge station.  A previous tide gauge, in the cyclone-prone north of the island, was destroyed several years ago. The project partners will work with the national Madagascar Meteorological Agency (DGM – Direction Générale de la Météorologie). DGM will take responsibility for the local maintenance and operation of the Portagauge. They will also receive training to carry out the data processing and analysis of tide gauge and satellite altimeter data. Discussions will be held with key stakeholders to review the project and agree a long-term Road Map for the sustainable implementation of a national sea-level monitoring system for Madagascar. This will serve as model for other island states and coastal countries in the South West Indian Ocean (SWIO) region and beyond. If you would like to access any of the data sets produced, please contact the Project Manager via the Project website. The Kick Off meeting was held on 5 May 2022. The activity has a duration of one year.","https://www.satoc.eu/projects/pass-swio/","https://eo4society.esa.int/projects/pass-swio/","National Oceanography Centre (NOC) (GB)SATELLITE OCEANOGRAPHIC CONSULTANTS LTD. (GB)",21.11.2022,15.12.2024,"Jerome Benveniste","jerome.benveniste@esa.int","Oceans",,,,,
167,"ONGOING","Phytoplankton and fisheries under regional warming in the global oceans - POSEIDON","POSEIDON","POSEIDON aims to understand the response of ocean ecosystems to climate warming and extreme events (e.g., marine heatwaves). Long-term trends (> 23 years) in phytoplankton ecological indicators (biomass, size structure and phenology) will be analysed in different regions, encompassing a range of conditions found in the global oceans. POSEIDON will further investigate the spatiotemporal variability of these indicators under oceanic warming, and examine links between phytoplankton, climate and fisheries. POSEIDON will employ a novel, multidisciplinary approach by integrating contemporary oceanographic datasets, including satellite remote sensing observations, in situ cruise data and Biogeochemical Argo (BGC-Argo) floats. Specific research objectives include: Use a combination of remotely-sensed and available in situ datasets to regionally-tune and validate existing algorithms for computing phytoplankton ecological indicators (biomass, phenology and size structure) in several case study regions of the global oceans. Apply a marine heatwave detection algorithm on long-term SST data (ESA SST-CCI) and construct an atlas that describes the spatiotemporal distribution of extreme heating events (marine heatwaves [MHWs]) within the regions of interest. Utilise remotely-sensed datasets to investigate the response of ecological indicators in identified MHW hotspots. Elucidate the impacts of climate change on ecosystem structure through a combination of statistical analysis and metabolic theory (e.g., biomass size spectrum modelling) that describe relationships between phytoplankton indicators and the biomass of pelagic fish species. POSEIDON will contribute to advances in Earth system science by addressing some of the major impacts associated with climate change, as outlined by the IPCC and ESA EO Science Strategy. The project will also exploit ESA EO-based missions (CCI, Sentinel-3), as well as deliverables from other ESA-funded projects (BICEP, ESA-S5POC), to deliver a more complete understanding of the impacts of climate change over several areas of the global oceans, providing knowledge for the responsible management of ecosystem services, including phytoplankton production and fisheries.",,"https://eo4society.esa.int/projects/poseidon/","NATIONAL AND KAPODISTRIAN UNIVERSIT (GR)",22.11.2022,15.12.2024,"Stephen Plummer","stephen.plummer@esa.int","Oceans",,,,,
